274 33403
95 105 62
138 43 89
21 80 90
56 172 28
13 73 90
144 94 71
142 176 49
89 120 20
198 228 28
147 270 77
186 151 97
222 237 96
93 103 74
81 39 11
1 24 7
103 160 42
103 68 42
221 239 54
224 145 29
212 158 57
264 34 18
198 86 86
15 43 4
271 139 10
93 52 87
35 69 8
106 15 17
110 134 79
185 39 69
233 247 80
22 14 60
131 121 82
7 66 86
77 150 65
267 242 42
25 183 40
82 118 5
6 8 62
113 137 41
34 50 39
117 160 61
174 52 32
253 175 22
36 227 41
59 91 15
117 66 47
42 106 98
155 2 29
125 205 92
15 17 18
163 171 34
21 106 99
152 4 99
230 255 45
220 120 97
245 130 20
83 132 10
118 95 70
207 27 30
193 32 32
221 249 15
62 152 84
108 213 46
66 19 95
228 261 69
130 28 86
89 262 78
180 84 34
45 92 95
169 169 44
83 23 33
158 144 93
66 95 68
90 2 6
241 153 73
30 178 16
162 131 88
11 201 6
51 184 3
27 90 39
214 109 26
198 116 51
134 72 8
76 44 14
231 168 71
233 198 81
91 92 49
121 144 34
136 233 82
5 13 35
139 102 34
116 48 84
183 226 44
46 274 83
36 203 90
252 219 83
125 248 63
135 235 41
255 267 31
23 250 68
40 107 66
92 201 47
26 40 16
168 255 12
214 45 15
26 149 84
242 42 55
81 53 10
147 33 16
69 262 98
270 253 88
45 202 10
46 220 58
226 116 69
75 273 30
219 151 62
153 18 12
182 10 25
6 268 13
85 247 47
73 272 15
261 238 63
154 117 99
264 164 6
95 212 34
193 236 4
13 86 68
114 112 76
69 265 16
261 197 5
259 49 100
223 113 63
154 190 71
4 169 38
230 61 99
243 217 98
136 163 56
108 200 96
117 23 3
33 132 7
93 136 29
270 125 37
113 149 4
222 50 67
24 24 30
44 158 40
182 101 52
151 209 90
181 116 75
223 64 77
163 136 53
185 156 8
158 242 41
134 215 31
211 170 96
268 181 28
92 140 36
7 229 79
13 241 35
142 216 51
274 135 96
120 269 6
15 116 18
108 240 3
2 56 31
228 208 86
201 66 5
191 76 36
187 176 38
14 96 65
36 162 54
29 72 83
93 77 98
145 121 71
64 24 81
100 203 38
11 65 73
252 170 21
199 29 19
139 141 84
253 52 21
52 255 10
86 112 84
113 70 37
15 273 52
234 109 1
254 183 91
178 164 8
223 130 74
39 224 40
50 169 100
251 164 96
87 197 95
200 114 24
243 31 12
239 195 100
132 219 77
219 133 93
83 247 75
71 232 54
241 65 64
189 116 64
41 25 7
176 169 78
139 184 35
106 150 50
153 196 36
20 115 3
99 206 7
18 91 51
178 91 47
98 243 82
106 268 49
73 209 95
103 170 71
233 107 2
254 26 97
16 199 92
99 26 85
115 41 31
149 164 12
65 50 60
228 234 82
159 58 42
71 52 98
220 224 96
4 76 47
207 177 89
119 174 44
24 153 74
60 31 97
16 89 24
227 268 60
259 2 87
270 271 63
232 99 55
122 260 24
115 229 100
10 214 96
123 49 81
173 108 12
49 85 27
155 207 11
234 133 21
89 134 66
89 167 12
143 172 25
11 49 47
23 5 14
200 126 73
256 52 9
168 58 45
267 80 22
183 138 10
144 206 54
159 47 67
33 28 79
168 171 41
196 195 83
126 264 7
261 38 82
236 269 70
132 44 6
136 239 98
205 260 45
166 55 81
73 77 85
184 238 47
220 186 24
193 9 45
181 169 73
242 252 74
13 10 23
270 6 91
39 20 24
179 13 32
175 28 58
228 54 38
226 250 43
139 257 95
71 137 1
124 31 2
123 16 96
73 223 26
263 75 52
52 5 2
192 9 36
70 249 93
12 103 36
244 26 68
10 167 15
239 239 51
209 17 38
240 54 63
66 31 90
170 104 3
243 144 27
180 142 11
266 212 74
165 118 43
127 79 70
188 17 79
265 94 65
21 68 24
240 222 2
177 263 49
268 46 62
192 17 77
127 246 44
226 185 60
187 200 100
125 254 16
55 155 76
167 3 54
66 268 41
23 252 45
108 38 22
153 107 17
211 218 95
174 122 21
213 273 23
269 95 67
41 257 68
213 146 7
173 108 76
240 19 72
102 68 19
55 21 48
248 156 38
26 90 31
55 58 26
213 133 24
204 257 35
166 90 100
2 234 77
56 149 88
110 264 100
238 175 53
171 247 100
168 42 6
216 173 88
256 123 26
16 260 25
273 260 88
138 87 17
213 45 26
273 222 77
17 10 99
10 43 24
192 145 2
180 157 15
70 138 95
39 66 22
55 35 56
267 17 33
68 60 95
38 70 59
52 197 85
187 219 74
129 38 85
39 178 34
71 14 47
112 267 100
16 58 73
58 68 32
132 231 43
106 184 72
257 193 65
42 63 58
269 64 41
45 200 14
32 237 4
117 94 94
163 257 96
226 114 94
195 40 36
114 206 94
249 109 64
145 224 95
137 112 85
178 195 62
147 102 78
227 172 34
29 97 70
106 80 67
65 3 67
44 93 35
122 45 61
39 63 97
200 190 59
258 57 58
208 124 42
34 51 95
199 89 51
159 221 61
102 29 97
13 33 85
200 77 13
11 237 56
60 48 37
77 274 6
236 92 43
168 251 41
54 196 47
64 268 74
5 224 63
225 206 94
74 104 96
56 43 65
45 96 42
272 7 60
262 58 21
234 121 76
268 189 99
138 68 29
137 3 16
51 271 88
59 116 86
78 83 97
225 256 47
247 111 69
109 215 89
65 80 17
247 23 63
235 32 94
224 168 90
227 118 32
196 225 31
83 211 54
207 142 16
13 192 85
189 253 58
272 104 1
111 272 71
34 183 57
263 86 7
28 97 44
270 163 54
271 104 1
121 186 47
157 134 13
181 257 80
73 77 28
27 157 91
135 27 50
143 251 59
171 26 35
171 60 11
179 239 68
159 7 19
241 242 40
133 63 54
149 91 67
26 111 71
162 241 51
164 220 100
103 14 57
76 127 28
4 270 42
6 205 72
9 241 12
41 85 31
224 178 100
245 185 66
256 98 23
246 80 55
164 116 97
46 65 52
156 267 32
27 221 2
176 136 37
23 104 83
240 226 9
36 81 20
109 50 58
22 199 73
238 142 41
229 187 22
18 172 30
256 179 80
151 106 83
8 29 25
112 216 19
74 26 82
164 240 52
246 119 42
268 152 5
175 201 16
38 81 69
112 165 49
150 49 14
70 1 12
153 59 33
132 59 3
86 153 89
7 242 3
211 112 45
271 87 85
180 214 34
243 219 41
107 121 70
36 14 42
5 139 39
142 46 6
136 245 87
76 217 56
200 153 42
35 76 73
138 224 79
273 28 82
180 22 10
108 206 91
22 11 64
274 1 53
238 143 20
82 81 87
128 101 26
236 102 1
80 197 75
28 35 56
121 117 75
86 8 94
259 135 5
87 237 71
4 179 3
251 121 50
3 67 55
112 255 97
224 134 25
36 180 32
73 256 35
132 176 100
214 122 98
9 147 46
184 214 62
268 22 65
179 204 2
273 178 72
216 212 70
211 44 60
154 220 2
181 134 77
40 134 88
17 71 92
125 65 37
258 189 98
107 212 60
259 96 25
208 12 34
15 40 24
160 145 40
154 158 72
229 148 73
188 217 86
25 174 39
210 29 65
273 255 12
166 124 27
96 259 83
116 152 50
227 123 17
263 20 21
95 130 1
158 40 43
48 151 97
42 87 22
198 245 8
268 238 20
222 130 30
154 27 34
107 62 95
3 225 94
230 263 20
131 222 78
120 70 24
126 186 6
265 73 81
78 210 48
72 223 93
245 137 75
40 167 28
32 92 87
11 42 92
239 59 32
193 106 21
167 256 37
269 181 3
15 131 1
87 189 94
79 87 86
75 17 76
149 57 76
160 118 95
137 166 31
93 207 36
248 230 18
16 224 89
228 189 83
8 54 93
195 13 74
125 87 75
75 12 96
35 75 8
44 246 99
271 77 55
187 129 94
207 108 61
116 13 39
139 197 100
14 80 40
135 85 67
146 152 51
92 24 65
74 150 71
99 262 9
158 194 75
14 59 1
37 48 11
102 231 49
256 14 20
7 237 19
77 99 92
30 161 51
94 28 1
88 67 93
153 30 26
223 261 35
77 44 99
149 163 35
50 106 8
98 231 86
129 229 45
203 206 29
44 218 1
143 19 27
274 245 95
184 173 66
24 32 36
241 134 55
232 256 37
62 233 23
229 203 100
170 32 65
248 64 87
121 261 11
202 13 23
58 13 81
196 182 95
257 105 83
89 16 93
204 225 35
226 62 18
230 180 37
86 42 36
75 86 76
182 157 27
26 113 1
41 193 26
189 110 66
221 143 21
218 250 40
146 105 81
124 95 3
227 61 59
228 266 45
188 33 42
223 99 4
109 141 93
222 101 52
189 228 16
140 196 84
257 121 61
192 172 68
67 118 7
259 180 68
151 161 16
234 104 8
250 195 64
160 212 48
217 171 54
13 24 98
60 46 87
90 173 74
232 101 59
21 213 35
76 77 54
206 112 62
74 84 71
164 254 33
67 29 36
65 9 58
184 232 47
55 81 78
44 75 59
152 121 7
234 250 57
89 175 29
76 117 66
163 131 92
253 267 70
154 202 55
30 196 18
136 176 1
213 6 15
206 23 12
234 254 90
132 160 56
144 173 1
50 235 66
274 19 81
219 64 67
62 185 33
34 130 65
65 247 47
182 83 53
167 97 95
250 219 5
18 160 47
69 226 77
265 32 60
52 77 96
6 195 79
10 210 43
260 3 2
51 154 35
266 196 29
242 62 15
134 260 87
243 139 46
44 203 73
109 252 7
170 59 95
195 15 58
139 145 99
3 6 81
148 182 78
175 40 23
169 225 35
164 186 8
90 82 64
186 140 75
265 24 2
201 147 9
82 228 19
143 144 62
220 255 87
238 172 22
166 56 45
42 220 51
204 93 86
176 198 99
131 93 64
7 229 18
122 201 100
226 141 80
1 226 74
63 218 2
61 105 87
42 161 86
50 91 45
217 120 53
92 92 52
241 114 96
170 205 29
76 44 81
72 126 14
216 160 42
75 241 16
236 12 58
252 95 13
163 45 36
267 72 55
224 107 30
215 43 19
50 209 95
57 68 82
120 257 88
87 93 2
100 172 61
111 24 54
230 153 49
51 65 15
80 172 89
220 134 33
200 74 83
185 4 29
18 100 66
79 225 43
8 162 42
49 106 30
66 169 69
67 160 70
156 260 96
166 252 73
125 11 44
45 159 3
148 206 88
254 260 24
129 22 88
93 36 31
148 20 63
129 103 80
248 173 49
44 93 51
255 174 31
60 253 1
137 52 61
56 226 33
200 242 3
156 19 77
254 21 51
240 25 95
75 28 47
11 15 11
146 125 94
11 268 96
151 251 71
6 11 52
157 220 25
150 190 52
253 111 97
134 249 57
267 214 55
135 208 16
48 239 77
262 69 30
71 76 30
203 79 68
216 60 15
177 125 23
73 111 72
266 226 40
122 116 80
63 225 81
86 66 91
236 23 96
160 179 89
161 126 79
98 129 26
72 49 95
237 117 23
145 240 10
236 206 8
214 235 1
98 271 37
256 206 20
10 199 39
265 103 57
265 225 46
175 153 37
75 136 84
274 236 71
192 5 46
159 249 36
79 254 89
119 237 77
110 29 26
258 250 71
99 165 99
154 160 39
46 123 74
99 76 81
83 16 62
187 131 39
215 161 3
246 224 79
197 43 37
101 104 22
154 202 22
66 185 93
210 127 91
1 79 37
265 144 52
266 267 63
114 164 75
210 210 71
70 174 51
249 153 65
55 254 67
176 269 68
198 139 36
224 251 42
237 140 99
99 20 34
214 73 41
25 69 43
72 139 95
70 230 62
243 68 93
150 255 27
51 232 30
85 28 93
125 167 17
105 264 98
69 204 73
133 267 100
3 196 86
51 263 58
267 96 60
60 71 25
142 246 53
242 88 52
192 222 39
214 17 75
161 58 90
121 220 8
215 105 97
41 33 60
262 150 93
48 256 95
45 203 68
61 231 57
208 157 89
16 87 77
46 186 63
174 64 66
111 132 46
170 271 19
146 258 16
4 205 55
28 270 20
247 265 50
190 240 68
43 170 70
20 152 1
114 22 80
197 37 6
184 35 42
1 183 8
216 17 55
74 91 68
181 132 64
251 56 14
61 110 63
63 34 35
221 147 96
195 60 22
79 229 75
75 9 17
97 98 55
195 91 75
256 51 72
108 178 82
148 148 31
247 89 9
127 2 38
33 176 96
86 155 22
74 188 61
266 117 43
179 235 73
137 2 55
99 243 41
40 139 12
262 28 89
155 70 34
180 227 92
208 73 5
121 27 40
11 16 58
183 55 100
159 159 57
256 177 63
229 40 92
74 222 9
97 33 10
106 59 95
49 27 74
46 99 94
63 55 47
40 20 12
132 132 69
102 77 50
45 66 87
250 137 34
260 266 75
210 264 28
190 127 75
227 59 53
100 233 88
143 161 62
198 196 32
89 180 5
202 267 36
114 223 79
272 194 74
224 42 100
245 183 48
84 129 31
27 260 17
87 241 8
181 242 60
268 199 24
65 114 76
62 56 52
261 248 21
198 107 18
41 204 42
261 136 46
193 71 87
8 253 7
53 176 57
274 2 89
92 2 10
127 153 80
13 70 5
20 257 60
228 2 85
11 257 67
169 217 90
34 220 55
16 216 74
195 110 65
234 230 68
270 148 1
242 198 52
231 246 14
45 89 79
117 116 10
207 233 34
93 270 99
247 122 30
42 143 53
130 166 96
142 101 27
222 193 41
258 84 37
255 251 95
240 240 94
241 106 46
7 149 68
233 79 28
56 250 90
17 101 62
269 94 89
103 273 18
89 176 31
261 130 24
262 58 15
88 228 37
7 224 68
240 41 38
211 219 21
40 62 86
233 106 95
142 58 10
273 184 64
154 135 36
18 215 86
146 215 59
138 32 90
80 34 42
258 105 50
6 237 30
197 69 40
204 160 66
33 202 17
149 58 67
61 8 19
210 82 18
202 23 99
109 49 46
9 256 58
220 209 37
222 222 89
204 109 3
257 207 83
215 68 20
145 18 77
227 251 50
107 35 100
161 156 83
24 18 69
250 200 64
242 274 68
237 205 58
158 35 14
74 24 47
22 66 47
183 228 96
258 55 55
223 143 99
132 218 49
195 263 85
80 47 78
248 104 40
246 188 77
166 144 10
235 250 90
182 204 22
257 181 1
255 141 53
159 151 98
38 24 35
103 174 24
220 6 26
234 207 14
194 219 8
246 253 13
60 135 46
250 76 36
57 76 23
96 30 34
198 190 86
167 220 60
149 151 95
243 265 16
204 186 87
47 134 95
67 44 9
132 158 17
115 14 19
157 144 41
124 65 70
93 177 54
195 264 71
121 250 54
49 52 17
256 62 91
239 234 15
119 79 2
109 206 62
31 73 48
166 93 29
26 126 36
260 203 8
262 271 25
164 92 90
258 117 27
169 186 23
1 250 44
110 113 14
199 273 62
168 21 49
35 147 86
186 108 23
113 124 59
165 133 11
214 231 44
220 181 28
100 166 83
208 48 59
162 233 91
136 269 7
246 25 20
252 122 28
270 110 78
77 184 99
128 135 53
185 40 88
161 16 23
126 94 78
165 89 29
149 197 28
185 244 27
176 29 98
114 87 27
117 267 65
176 146 38
7 192 3
32 206 86
90 215 50
255 43 50
51 167 9
71 11 53
156 186 78
97 273 36
251 8 14
153 91 73
181 175 17
239 274 36
145 247 3
192 33 96
145 24 97
32 267 37
185 274 2
129 15 60
17 194 53
187 115 56
133 48 35
239 69 93
164 85 17
209 46 64
264 194 11
202 101 43
26 262 51
147 48 67
49 21 12
200 247 61
160 188 10
223 52 51
218 239 11
23 260 70
187 23 44
84 246 31
22 119 7
71 139 80
159 130 58
171 74 51
47 72 91
150 64 65
199 93 99
224 204 5
87 145 90
99 262 64
122 29 64
92 128 34
225 116 61
90 82 85
141 174 74
111 114 22
189 130 69
116 122 33
36 170 72
252 86 87
71 217 66
13 131 1
228 10 76
28 41 67
184 178 47
121 236 100
2 55 80
273 22 71
143 35 43
155 39 14
30 1 46
27 101 54
22 214 80
79 159 87
142 27 39
10 29 11
189 31 30
145 69 25
97 100 31
171 168 99
234 221 30
221 196 17
57 186 63
230 124 47
184 25 84
28 211 44
80 66 42
84 89 9
204 37 22
30 54 1
238 224 58
8 15 15
37 213 10
110 265 21
200 260 37
94 58 88
60 102 43
52 47 18
79 77 18
74 190 86
80 242 7
33 92 12
168 165 79
272 43 20
80 16 95
98 40 58
16 118 79
179 14 13
208 145 54
237 40 64
34 149 77
166 247 61
244 43 95
19 27 1
239 78 74
154 218 55
79 107 83
240 34 75
165 172 26
117 119 51
105 14 6
42 200 5
45 242 14
170 89 17
231 269 53
29 74 44
92 35 25
100 266 26
65 195 99
241 233 26
49 143 69
175 86 1
27 244 18
265 168 15
57 156 27
7 22 61
134 175 81
195 207 21
79 104 2
178 67 69
222 113 61
268 218 86
159 141 48
230 249 4
23 87 81
242 24 27
248 177 41
269 217 55
101 237 13
214 26 75
11 132 85
106 121 12
226 232 65
112 97 25
165 239 85
148 231 81
198 20 17
17 131 3
54 228 45
270 173 8
6 77 44
225 66 7
232 100 15
66 118 68
218 123 74
258 208 99
128 227 86
48 32 40
92 224 62
173 182 76
63 188 70
154 59 6
140 216 97
85 203 83
180 103 12
91 88 4
105 101 15
102 44 18
44 250 17
137 31 54
206 150 43
156 82 33
220 263 59
144 172 55
162 242 2
273 70 13
192 61 81
105 97 42
170 66 35
183 270 16
231 273 23
165 203 91
260 231 70
215 265 91
170 24 6
40 247 90
95 54 81
196 62 96
271 43 13
37 230 53
107 7 54
11 220 27
150 95 81
71 14 1
69 168 83
152 223 7
241 10 89
225 165 68
108 256 19
145 21 40
236 134 54
20 60 49
140 16 54
229 230 23
178 17 12
193 69 45
185 186 82
11 32 97
219 181 20
82 253 84
70 61 87
139 22 33
273 39 42
87 133 70
137 131 61
208 28 41
65 220 34
268 264 16
219 135 24
169 210 62
90 43 79
211 222 98
138 9 37
246 168 26
68 264 2
145 72 14
193 107 19
119 94 98
207 187 88
216 6 72
122 265 39
208 240 28
121 56 74
270 36 80
124 36 36
115 33 15
259 107 93
152 49 74
44 181 1
145 197 13
62 196 90
257 238 8
7 25 61
177 144 57
95 181 66
214 111 66
117 4 28
53 240 1
57 179 85
136 128 13
21 174 67
160 7 77
230 16 9
178 47 100
215 44 19
109 270 25
205 170 6
196 90 52
1 101 52
86 147 24
270 86 100
72 57 89
92 46 20
200 137 94
193 251 71
71 192 38
180 122 89
273 6 36
6 172 5
115 231 5
62 61 11
185 245 1
133 155 77
142 68 30
67 178 24
260 156 79
167 268 84
156 121 70
212 4 81
95 200 83
230 230 89
108 63 98
2 186 18
171 146 46
69 263 81
81 19 22
239 17 35
211 202 88
15 165 31
246 143 71
2 144 40
273 136 5
128 42 5
217 164 59
97 264 2
145 263 22
180 261 72
179 146 64
18 220 31
186 249 66
64 14 4
111 184 62
89 74 64
200 169 46
181 227 43
157 149 13
189 123 57
94 97 53
13 95 67
171 32 3
240 214 22
95 234 11
172 211 10
24 234 34
80 111 96
261 246 95
84 211 97
271 60 53
179 82 82
81 150 84
43 120 24
133 248 44
10 211 81
197 110 90
19 191 3
17 58 85
184 255 48
24 105 72
73 119 77
20 176 45
38 260 52
1 123 12
136 59 31
250 25 6
4 72 36
49 136 2
68 99 48
56 218 38
61 158 84
50 198 22
148 127 7
274 149 20
43 94 48
36 243 81
175 254 82
42 265 2
87 257 66
232 5 45
87 123 41
246 255 88
37 225 20
131 162 23
60 250 30
9 249 27
28 100 92
151 36 13
10 122 47
251 181 72
209 267 24
210 41 77
34 263 55
94 169 54
115 106 22
209 102 40
137 131 81
256 80 93
256 109 34
150 178 34
86 14 90
116 69 69
62 178 73
71 51 82
94 71 20
29 65 75
253 244 51
77 105 61
208 57 7
245 254 30
268 142 5
53 79 5
214 161 83
102 26 81
272 182 1
124 205 91
61 226 67
116 270 55
33 79 61
112 176 71
13 207 9
88 147 87
210 202 84
160 260 75
161 204 45
119 64 10
89 92 23
48 37 5
266 18 70
207 75 46
54 217 91
222 192 83
30 8 7
268 144 49
143 227 72
4 40 25
186 31 35
17 128 17
100 93 18
176 99 64
224 36 60
96 144 29
120 205 99
260 270 41
272 224 49
77 112 56
215 69 40
61 92 10
138 63 54
27 205 49
17 238 59
124 53 49
252 8 47
104 168 67
258 164 45
47 44 83
164 230 20
240 19 82
213 150 15
193 229 83
212 7 31
7 169 22
222 32 71
97 199 55
78 234 34
212 70 38
236 168 5
140 134 63
168 60 7
96 88 100
46 144 99
178 92 72
77 190 18
85 31 60
152 96 12
27 74 11
171 163 51
173 95 2
102 27 15
215 114 82
219 166 47
112 222 44
172 103 68
124 142 89
186 19 75
146 132 80
218 24 87
113 172 21
24 148 26
29 130 89
154 259 68
230 244 78
104 9 87
251 186 40
134 214 30
230 197 8
19 93 16
121 225 81
72 61 43
15 58 36
146 175 5
105 69 72
247 233 36
116 253 78
263 137 24
241 177 66
236 221 58
12 107 61
149 175 51
211 99 71
28 187 60
225 140 77
67 188 75
124 98 89
45 6 78
231 117 25
148 153 24
208 22 89
151 14 17
116 251 18
270 271 77
247 164 64
105 93 1
88 163 18
177 223 10
261 118 21
219 143 20
253 149 65
241 198 28
97 6 2
120 125 99
216 45 4
71 67 24
142 89 16
117 9 66
245 164 15
21 110 98
86 126 4
112 87 55
9 193 33
112 23 35
159 137 50
56 63 44
114 64 77
43 61 97
130 161 52
203 201 94
244 121 80
192 106 79
106 43 94
247 135 5
263 15 44
221 95 93
1 153 23
220 198 37
199 39 52
9 149 29
102 108 85
64 62 20
145 42 94
92 24 50
58 175 8
212 162 1
191 195 87
159 101 72
65 156 81
78 258 57
62 259 21
231 187 57
4 23 81
192 4 72
267 224 54
69 253 74
243 219 92
270 128 95
81 240 69
170 58 81
234 71 80
245 216 64
